timestamp,cpu,memory,response_time
21:31:49,13.16,1109.68,0
21:31:50,13.18,1109.68,0
21:31:54,13.05,1105.54,0
21:31:55,12.68,1105.54,0
21:31:55,12.68,1105.54,0
21:31:59,13.35,1119.15,0
21:32:00,13.37,1119.15,0
21:32:00,13.37,1119.15,0
21:32:04,13.74,1167.42,0
21:32:05,13.73,1167.42,0
21:32:05,13.73,1167.42,0
21:32:09,12.89,1145.59,0
21:32:10,12.73,1145.59,0
21:32:10,12.73,1145.59,0
21:32:14,13.95,1108.93,0
21:32:15,13.89,1108.93,0
21:32:19,13.52,1104.62,0
21:32:20,13.47,1104.62,0
21:32:25,13.49,1093.48,0
21:32:25,13.52,1093.48,0
21:32:25,13.52,1093.48,0
21:32:30,13.03,1101.4,0
21:32:30,13.32,1101.4,0
21:32:35,13.74,1107.68,0
21:32:35,13.85,1107.68,0
21:32:35,13.85,1107.68,0
21:32:40,13.76,1121.38,0
21:32:40,13.76,1121.38,0
21:32:40,13.76,1121.38,0
21:32:45,13.54,1055.33,0
21:32:45,13.49,1055.33,0
21:32:45,13.49,1055.33,0
21:32:50,13.25,1054.75,0
21:32:50,13.25,1054.75,0
21:32:55,13.48,1070.7,0
21:32:55,13.36,1070.7,0
21:32:55,13.36,1070.7,0
21:33:00,13.75,1125.9,0
21:33:00,13.74,1125.9,0
21:33:05,13.63,1122.78,0
21:33:05,14.0,1122.78,0
21:33:05,14.0,1122.78,0
21:33:10,13.98,1100.85,0
21:33:10,13.91,1100.85,0
21:33:15,14.32,1089.82,0
21:33:15,14.67,1089.82,0
21:33:20,14.09,1098.46,0
21:33:20,14.0,1098.46,0
21:33:20,14.0,1098.46,0
21:33:25,13.43,1077.05,0
21:33:25,13.39,1077.05,0
21:33:25,13.39,1077.05,0
21:33:27,13.58,1097.97,0
21:33:30,13.51,1097.97,0
21:33:30,13.57,1097.97,0
21:33:30,13.57,1097.97,0
21:33:32,14.49,1109.83,0
21:33:35,14.04,1109.83,0
21:33:35,13.84,1109.83,0
21:33:35,13.84,1109.83,0
21:33:37,14.28,1085.89,0
21:33:40,14.12,1085.89,0
21:33:40,14.01,1085.89,0
21:33:42,14.67,1091.9,0
21:33:45,14.51,1091.9,0
21:33:45,13.78,1091.9,0
21:33:45,13.78,1091.9,0
21:33:47,14.18,1048.23,0
21:33:50,13.81,1048.23,0
21:33:50,13.78,1048.23,0
21:33:52,14.25,1058.53,0
21:33:55,13.94,1058.53,0
21:33:55,13.8,1058.53,0
21:33:57,14.08,1098.66,0
21:34:00,13.7,1098.66,0
21:34:00,13.7,1098.66,0
21:34:00,13.7,1098.66,0
21:34:02,14.29,1138.04,0
21:34:05,13.78,1138.04,0
21:34:05,13.64,1138.04,0
21:34:05,13.64,1138.04,0
21:34:07,14.06,1085.63,0
21:34:10,13.26,1085.63,0
21:34:10,13.6,1085.63,0
21:34:10,13.6,1085.63,0
21:34:12,14.5,1089.97,0
21:34:15,14.34,1089.97,0
21:34:15,14.1,1089.97,0
21:34:15,14.1,1089.97,0
21:34:17,14.31,1076.0,0
21:34:20,14.29,1076.0,0
21:34:20,14.29,1076.0,0
21:34:20,14.29,1076.0,0
21:34:22,14.67,1105.88,0
21:34:25,13.79,1105.88,0
21:34:25,13.77,1105.88,0
21:34:27,14.31,1095.75,0
21:34:30,14.23,1095.75,0
21:34:30,14.17,1095.75,0
21:34:32,14.72,1086.59,0
21:34:35,14.82,1086.59,0
21:34:35,14.45,1086.59,0
21:34:35,14.45,1086.59,0
21:34:37,14.72,1113.52,0
21:34:40,14.19,1113.52,0
21:34:40,14.13,1113.52,0
21:34:40,14.13,1113.52,0
21:34:42,15.09,1120.76,0
21:34:45,14.35,1120.76,0
21:34:45,14.32,1120.76,0
21:34:45,14.32,1120.76,0
21:34:47,14.68,1116.75,0
21:34:50,13.58,1116.75,0
21:34:50,13.59,1116.75,0
21:34:50,13.59,1116.75,0
21:34:52,14.49,1100.17,0
21:34:55,14.23,1100.17,0
21:34:55,14.12,1100.17,0
21:34:57,14.71,1080.34,0
21:35:00,14.06,1080.34,0
21:35:00,14.01,1080.34,0
21:35:02,15.28,1158.02,0
21:35:05,14.81,1158.02,0
21:35:05,14.54,1158.02,0
21:35:07,15.08,1142.15,0
21:35:10,14.73,1142.15,0
21:35:10,14.69,1142.15,0
21:35:12,15.43,1104.16,0
21:35:15,14.98,1104.16,0
21:35:15,14.9,1104.16,0
21:35:17,15.04,1089.31,0
21:35:20,14.63,1089.31,0
21:35:20,14.6,1089.31,0
21:35:20,14.6,1089.31,0
21:35:22,15.11,1084.58,0
21:35:25,14.17,1084.58,0
21:35:25,14.13,1084.58,0
21:35:25,14.12,1084.58,0
21:35:27,14.71,1110.33,0
21:35:30,14.58,1110.33,0
21:35:30,14.6,1110.33,0
21:35:30,14.6,1110.33,0
21:35:32,15.13,1089.19,0
21:35:35,14.58,1089.19,0
21:35:35,14.37,1089.19,0
21:35:35,14.36,1089.19,0
21:35:37,15.18,1072.54,0
21:35:40,14.61,1072.54,0
21:35:40,15.37,1075.34,0
21:35:40,15.37,1075.34,0
21:35:42,15.37,1075.34,0
21:35:45,14.89,1075.34,0
21:35:45,15.11,1067.52,0
21:35:45,15.11,1067.52,0
21:35:47,15.11,1067.52,0
21:35:50,14.17,1067.52,0
21:35:50,15.06,1072.61,0
21:35:50,15.06,1072.61,0
21:35:52,15.06,1072.61,0
21:35:55,13.96,1072.61,0
21:35:55,15.02,1147.15,0
21:35:55,15.02,1147.15,0
21:35:57,15.02,1147.15,0
21:36:00,15.11,1147.15,0
21:36:01,15.7,1170.82,0
21:36:01,15.7,1170.82,0
21:36:02,15.7,1170.82,0
21:36:05,14.93,1170.82,0
21:36:06,15.22,1151.17,0
21:36:06,15.22,1151.17,0
21:36:07,15.22,1151.17,0
21:36:10,15.21,1151.17,0
21:36:11,15.89,1094.88,0
21:36:11,15.89,1094.88,0
21:36:12,15.89,1094.88,0
21:36:15,14.96,1094.88,0
21:36:16,15.46,1096.02,0
21:36:18,15.46,1096.02,0
21:36:20,14.93,1096.02,0
21:36:21,15.74,1127.21,0
21:36:21,15.74,1127.21,0
21:36:23,15.74,1127.21,0
21:36:25,14.58,1127.21,0
21:36:26,15.35,1113.86,0
21:36:26,15.35,1113.86,0
21:36:28,15.35,1113.86,0
21:36:30,14.72,1113.86,0
21:36:31,15.63,1104.47,0
21:36:33,15.63,1104.47,0
21:36:35,15.82,1044.06,0
21:36:36,15.82,1044.06,0
21:36:36,15.82,1044.06,0
21:36:38,15.82,1044.06,0
21:36:40,15.9,1062.02,0
21:36:41,15.9,1062.02,0
21:36:41,15.9,1062.02,0
21:36:43,15.9,1062.02,0
21:36:45,15.39,1056.5,0
21:36:46,15.39,1056.5,0
21:36:46,15.39,1056.5,0
21:36:48,15.39,1056.5,0
21:36:51,15.14,1054.16,0
21:36:51,15.14,1054.16,0
21:36:51,15.14,1054.16,0
21:36:53,15.14,1054.16,0
21:36:56,15.13,1105.77,0
21:36:56,15.13,1105.77,0
21:36:56,15.13,1105.77,0
21:36:58,15.13,1105.77,0
21:37:01,15.86,1153.85,0
21:37:01,15.86,1153.85,0
21:37:01,15.86,1153.85,0
21:37:03,15.86,1153.85,0
21:37:06,15.3,1127.28,0
21:37:06,15.3,1127.28,0
21:37:08,15.3,1127.28,0
21:37:11,15.49,1095.48,0
21:37:11,15.49,1095.48,0
21:37:11,15.49,1095.48,0
21:37:13,15.49,1095.48,0
21:37:16,15.31,1078.54,0
21:37:16,15.31,1078.54,0
21:37:16,15.31,1078.54,0
21:37:18,15.31,1078.54,0
21:37:21,15.62,1081.49,0
21:37:21,15.62,1081.49,0
21:37:23,15.62,1081.49,0
21:37:26,15.02,1107.33,0
21:37:26,15.02,1107.33,0
21:37:26,15.02,1107.33,0
21:37:28,15.02,1107.33,0
21:37:31,15.3,1092.99,0
21:37:31,15.3,1092.99,0
21:37:31,15.3,1092.99,0
21:37:33,15.3,1092.99,0
21:37:36,15.38,1103.71,0
21:37:36,15.38,1103.71,0
21:37:36,15.38,1103.71,0
21:37:38,15.38,1103.71,0
21:37:41,16.09,1103.5,0
21:37:41,16.09,1103.5,0
21:37:41,16.09,1103.5,0
21:37:43,16.09,1103.5,0
21:37:46,15.79,1110.62,0
21:37:46,15.79,1110.62,0
21:37:46,15.79,1110.62,0
21:37:48,15.79,1110.62,0
21:37:51,15.73,1088.23,0
21:37:51,15.73,1088.23,0
21:37:51,15.73,1088.23,0
21:37:53,15.73,1088.23,0
21:37:56,15.42,1090.43,0
21:37:56,15.42,1090.43,0
21:37:56,15.42,1090.43,0
21:37:58,15.42,1090.43,0
21:38:01,15.93,1106.57,0
21:38:01,15.93,1106.57,0
21:38:01,15.93,1106.57,0
21:38:03,15.93,1106.57,0
21:38:06,15.89,1100.14,0
21:38:06,15.89,1100.14,0
21:38:06,15.89,1100.14,0
21:38:08,15.89,1100.14,0
21:38:11,16.03,1079.48,0
21:38:11,16.03,1079.48,0
21:38:13,16.03,1079.48,0
21:38:16,15.4,1083.61,0
21:38:16,15.4,1083.61,0
21:38:18,15.4,1083.61,0
21:38:21,15.79,1084.27,0
21:38:21,15.79,1084.27,0
21:38:23,15.79,1084.27,0
21:38:26,15.3,1100.5,0
21:38:26,15.3,1100.5,0
21:38:26,15.3,1100.5,0
21:38:28,15.3,1100.5,0
21:38:31,15.92,1076.25,0
21:38:31,15.92,1076.25,0
21:38:31,15.92,1076.25,0
21:38:33,15.92,1076.25,0
21:38:36,15.39,1061.98,0
21:38:36,15.39,1061.98,0
21:38:36,15.39,1061.98,0
21:38:38,15.34,1061.98,0
21:38:41,15.64,1043.7,0
21:38:41,15.64,1043.7,0
21:38:41,15.64,1043.7,0
21:38:43,15.64,1043.7,0
21:38:46,15.11,1045.02,0
21:38:46,15.11,1045.02,0
21:38:46,15.11,1045.02,0
21:38:48,15.11,1045.02,0
21:38:51,15.03,1043.89,0
21:38:51,15.03,1043.89,0
21:38:51,15.03,1043.89,0
21:38:53,15.03,1043.89,0
21:38:56,14.88,1086.43,0
21:38:56,14.88,1086.43,0
21:38:58,14.88,1086.43,0
21:39:01,15.78,1156.84,0
21:39:01,15.78,1156.84,0
21:39:01,15.78,1156.84,0
21:39:03,15.78,1156.84,0
21:39:06,16.02,1076.09,0
21:39:06,16.02,1076.09,0
21:39:08,16.02,1076.09,0
21:39:11,16.66,1089.95,0
21:39:11,16.66,1089.95,0
21:39:11,16.66,1089.95,0
21:39:13,16.66,1089.95,0
21:39:16,15.92,1074.12,0
21:39:16,15.92,1074.12,0
21:39:16,15.92,1074.12,0
21:39:18,15.92,1074.12,0
21:39:21,16.4,1083.0,0
21:39:21,16.4,1083.0,0
21:39:23,16.4,1083.0,0
21:39:26,15.57,1086.99,0
21:39:26,15.57,1086.99,0
21:39:26,15.57,1086.99,0
21:39:30,15.57,1086.99,0
21:39:31,16.21,1088.79,0
21:39:31,16.21,1088.79,0
21:39:31,16.21,1088.79,0
21:39:35,16.0,1088.79,0
21:39:36,16.12,1070.06,0
21:39:36,16.12,1070.06,0
21:39:37,16.12,1070.06,0
21:39:40,15.6,1070.06,0
21:39:41,16.38,1080.46,0
21:39:42,16.38,1080.46,0
21:39:45,16.32,1080.46,0
21:39:47,16.33,1099.18,0
21:39:47,16.33,1099.18,0
21:39:50,16.09,1099.18,0
21:39:52,16.3,1113.71,0
21:39:52,16.3,1113.71,0
21:39:55,15.9,1113.71,0
21:39:57,15.56,1091.72,0
21:39:57,15.56,1091.72,0
21:39:57,15.56,1091.72,0
21:40:00,15.19,1091.72,0
21:40:02,16.08,1140.23,0
21:40:02,16.08,1140.23,0
21:40:05,15.81,1140.23,0
21:40:07,15.52,1173.7,0
21:40:07,15.52,1173.7,0
21:40:10,15.31,1173.7,0
21:40:12,16.27,1093.24,0
21:40:12,16.27,1093.24,0
21:40:15,16.1,1093.24,0
21:40:17,15.76,1078.47,0
21:40:18,15.76,1078.47,0
21:40:20,15.85,1078.47,0
21:40:22,16.11,1092.05,0
21:40:22,16.11,1092.05,0
21:40:23,16.11,1092.05,0
21:40:25,15.84,1092.05,0
21:40:27,15.29,1073.19,0
21:40:28,15.29,1073.19,0
21:40:30,15.41,1073.19,0
21:40:32,15.96,1095.4,0
21:40:35,15.86,1095.4,0
21:40:38,15.8,1074.35,0
21:40:38,15.8,1074.35,0
21:40:40,15.4,1074.35,0
21:40:43,15.94,1090.2,0
21:40:43,15.94,1090.2,0
21:40:43,15.94,1090.2,0
21:40:45,15.93,1090.2,0
21:40:48,15.54,1086.73,0
21:40:48,15.54,1086.73,0
21:40:50,14.81,1086.73,0
21:40:53,15.6,1091.2,0
21:40:53,15.6,1091.2,0
21:40:55,14.5,1091.2,0
21:40:58,15.23,1137.33,0
21:40:58,15.23,1137.33,0
21:41:00,15.12,1137.33,0
21:41:03,15.73,1161.46,0
21:41:05,15.33,1161.46,0
21:41:08,15.4,1082.64,0
21:41:08,15.4,1082.64,0
21:41:08,15.4,1082.64,0
21:41:10,14.96,1082.64,0
21:41:13,15.84,1061.23,0
21:41:13,15.84,1061.23,0
21:41:13,15.84,1061.23,0
21:41:15,15.31,1061.23,0
21:41:18,15.52,1044.55,0
21:41:18,15.52,1044.55,0
21:41:18,15.52,1044.55,0
21:41:20,15.79,1044.55,0
21:41:23,15.7,1046.35,0
21:41:25,15.04,1046.35,0
21:41:29,14.98,1037.32,0
21:41:29,14.98,1037.32,0
21:41:29,14.98,1037.32,0
21:41:30,14.94,1037.32,0
21:41:34,15.91,1073.34,0
21:41:34,15.91,1073.34,0
21:41:34,15.91,1073.34,0
21:41:35,15.97,1073.34,0
21:41:39,16.27,1099.93,0
21:41:39,16.27,1099.93,0
21:41:40,15.83,1099.93,0
21:41:44,16.19,1085.25,0
21:41:44,16.19,1085.25,0
21:41:44,16.19,1085.25,0
21:41:45,16.25,1085.25,0
21:41:49,16.4,1060.9,0
21:41:49,16.4,1060.9,0
21:41:49,16.4,1060.9,0
21:41:50,15.52,1060.9,0
21:41:54,16.32,1090.09,0
21:41:54,16.32,1090.09,0
21:41:55,16.15,1090.09,0
21:41:59,15.98,1109.52,0
21:41:59,15.98,1109.52,0
21:42:00,15.49,1109.52,0
21:42:04,16.54,1171.14,0
21:42:04,16.54,1171.14,0
21:42:05,16.04,1171.14,0
21:42:09,16.69,1148.75,0
21:42:09,16.69,1148.75,0
21:42:09,16.29,1148.75,0
21:42:10,16.19,1148.75,0
21:42:14,17.17,1120.06,0
21:42:14,17.17,1120.06,0
21:42:15,16.83,1109.12,0
21:42:19,16.86,1109.12,0
21:42:19,16.86,1109.12,0
21:42:20,16.93,1112.94,0
21:42:24,16.89,1112.94,0
21:42:24,16.83,1112.94,0
21:42:25,15.24,1128.52,0
21:42:29,15.06,1128.52,0
21:42:30,15.06,1128.52,0
21:42:30,15.61,1118.9,0
21:42:35,15.46,1118.9,0
21:42:35,15.41,1118.9,0
21:42:36,15.31,1118.9,0
21:42:40,15.04,1075.73,0
21:42:40,15.04,1075.73,0
21:42:41,15.59,1057.05,0
21:42:45,15.26,1057.05,0
21:42:45,15.26,1057.05,0
21:42:46,14.93,1065.45,0
21:42:50,14.64,1065.45,0
21:42:50,14.17,1065.45,0
21:42:51,15.1,1070.49,0
21:42:55,13.93,1070.49,0
21:42:55,13.93,1070.49,0
21:42:55,13.9,1070.49,0
21:42:56,14.43,1107.48,0
21:43:00,14.23,1107.48,0
21:43:00,14.23,1107.48,0
21:43:00,14.22,1107.48,0
21:43:01,14.86,1147.37,0
21:43:05,14.31,1147.37,0
21:43:05,14.31,1147.37,0
21:43:05,14.28,1147.37,0
21:43:06,14.99,1115.86,0
21:43:10,15.3,1115.86,0
21:43:10,15.25,1115.86,0
21:43:11,15.49,1096.62,0
21:43:15,15.42,1096.62,0
21:43:15,15.42,1096.62,0
21:43:15,15.42,1096.62,0
21:43:16,15.32,1121.77,0
21:43:20,15.22,1121.77,0
21:43:20,15.25,1121.77,0
21:43:21,15.75,1126.5,0
21:43:25,15.13,1126.5,0
21:43:25,15.13,1126.5,0
21:43:25,15.07,1126.5,0
21:43:27,14.98,1119.12,0
21:43:30,14.88,1119.12,0
21:43:30,14.88,1119.12,0
21:43:30,14.97,1119.12,0
21:43:32,15.5,1109.18,0
21:43:35,15.57,1109.18,0
21:43:35,15.57,1109.18,0
21:43:35,15.56,1109.18,0
21:43:37,15.7,1095.29,0
21:43:40,15.25,1095.29,0
21:43:40,15.66,1095.29,0
21:43:42,16.05,1088.38,0
21:43:45,15.98,1088.38,0
21:43:45,15.98,1088.38,0
21:43:47,15.65,1084.03,0
21:43:50,15.62,1084.03,0
21:43:50,14.92,1084.03,0
21:43:52,15.77,1085.09,0
21:43:55,14.68,1085.09,0
21:43:55,14.68,1085.09,0
21:43:55,14.76,1085.09,0
21:43:57,15.33,1134.1,0
21:44:00,14.35,1134.1,0
21:44:00,14.31,1134.1,0
21:44:02,15.25,1149.67,0
21:44:05,15.02,1149.67,0
21:44:05,14.95,1149.67,0
21:44:07,15.23,1076.39,0
21:44:10,15.25,1076.39,0
21:44:13,15.74,1067.92,0
21:44:16,15.36,1086.68,0
21:44:16,15.36,1086.68,0
21:44:18,15.36,1086.68,0
21:44:21,15.52,1067.59,0
21:44:21,15.52,1067.59,0
21:44:23,15.52,1067.59,0
21:44:26,14.91,1091.13,0
21:44:26,14.91,1091.13,0
21:44:26,14.91,1091.13,0
21:44:28,14.91,1091.13,0
21:44:31,15.24,1068.18,0
21:44:31,15.24,1068.18,0
21:44:31,15.24,1068.18,0
21:44:33,15.24,1068.18,0
21:44:36,15.25,1111.96,0
21:44:36,15.25,1111.96,0
21:44:38,15.25,1111.96,0
21:44:41,15.48,1099.71,0
21:44:41,15.48,1099.71,0
21:44:41,15.48,1099.71,0
21:44:43,15.48,1099.71,0
21:44:46,14.96,1101.23,0
21:44:46,14.96,1101.23,0
21:44:46,14.96,1101.23,0
21:44:48,14.96,1101.23,0
21:44:51,14.99,1096.34,0
21:44:51,14.99,1096.34,0
21:44:53,14.99,1096.34,0
21:44:56,14.85,1131.65,0
21:44:56,14.85,1131.65,0
21:44:56,14.85,1131.65,0
21:44:58,14.85,1131.65,0
21:45:01,15.31,1185.41,0
21:45:01,15.31,1185.41,0
21:45:01,15.31,1185.41,0
21:45:03,15.31,1185.41,0
21:45:06,14.96,1133.45,0
21:45:06,14.96,1133.45,0
21:45:08,14.96,1133.45,0
21:45:11,15.67,1071.79,0
21:45:11,15.67,1071.79,0
21:45:13,15.67,1071.79,0
21:45:16,16.31,1173.73,0
21:45:16,16.31,1173.73,0
21:45:18,16.31,1173.73,0
21:45:21,16.51,1190.24,0
21:45:21,16.51,1190.24,0
21:45:23,16.47,1190.24,0
21:45:26,15.79,1199.1,0
21:45:26,15.79,1199.1,0
21:45:26,15.79,1199.1,0
21:45:28,15.79,1199.1,0
21:45:31,16.32,1190.62,0
21:45:31,16.32,1190.62,0
21:45:31,16.32,1190.62,0
21:45:33,16.32,1190.62,0
21:45:36,16.11,1203.58,0
21:45:36,16.11,1203.58,0
21:45:38,16.11,1203.58,0
21:45:41,16.76,1184.2,0
21:45:41,16.76,1184.2,0
21:45:43,16.76,1184.2,0
21:45:46,16.69,1183.75,0
21:45:46,16.69,1183.75,0
21:45:48,16.69,1183.75,0
21:45:51,16.6,1192.62,0
21:45:51,16.6,1192.62,0
21:45:53,16.6,1192.62,0
21:45:56,15.98,1231.14,0
21:45:56,15.98,1231.14,0
21:45:56,15.98,1231.14,0
21:45:58,15.98,1231.14,0
21:46:01,16.46,1265.71,0
21:46:01,16.46,1265.71,0
21:46:01,16.46,1265.71,0
21:46:03,16.46,1265.71,0
21:46:06,16.12,1225.36,0
21:46:06,16.12,1225.36,0
21:46:08,16.12,1225.36,0
21:46:11,15.94,1184.25,0
21:46:11,15.94,1184.25,0
21:46:11,15.94,1184.25,0
21:46:14,15.94,1184.25,0
21:46:16,15.84,1197.75,0
21:46:16,15.84,1197.75,0
21:46:19,15.81,1197.75,0
21:46:21,16.08,1217.58,0
21:46:21,16.08,1217.58,0
21:46:21,16.08,1217.58,0
21:46:24,16.08,1217.58,0
21:46:26,15.16,1196.75,0
21:46:26,15.16,1196.75,0
21:46:26,15.16,1196.75,0
21:46:29,15.16,1196.75,0
21:46:31,15.84,1213.03,0
21:46:31,15.84,1213.03,0
21:46:31,15.84,1213.03,0
21:46:34,15.84,1213.03,0
21:46:36,15.46,1128.33,0
21:46:36,15.46,1128.33,0
21:46:39,15.46,1128.33,0
21:46:41,16.06,1110.06,0
21:46:41,16.06,1110.06,0
21:46:41,16.06,1110.06,0
21:46:44,16.06,1110.06,0
21:46:46,15.6,1123.98,0
21:46:46,15.6,1123.98,0
21:46:46,15.6,1123.98,0
21:46:49,15.6,1123.98,0
21:46:51,15.85,1102.14,0
21:46:51,15.85,1102.14,0
21:46:54,15.85,1102.14,0
21:46:56,15.28,1121.91,0
21:46:56,15.28,1121.91,0
21:46:56,15.28,1121.91,0
21:46:59,15.28,1121.91,0
21:47:01,15.6,1155.82,0
21:47:01,15.6,1155.82,0
21:47:01,15.6,1155.82,0
21:47:04,15.6,1155.82,0
21:47:06,14.92,1141.73,0
21:47:06,14.92,1141.73,0
21:47:06,14.92,1141.73,0
21:47:09,14.92,1141.73,0
21:47:11,15.49,1099.05,0
21:47:11,15.49,1099.05,0
21:47:11,15.49,1099.05,0
21:47:14,15.47,1099.05,0
21:47:16,15.35,1109.53,0
21:47:16,15.35,1109.53,0
21:47:16,15.35,1109.53,0
21:47:19,15.35,1109.53,0
21:47:21,15.56,1142.81,0
21:47:21,15.56,1142.81,0
21:47:22,15.56,1142.81,0
21:47:24,15.56,1142.81,0
21:47:26,14.94,1125.05,0
21:47:26,14.94,1125.05,0
21:47:27,14.94,1125.05,0
21:47:29,14.96,1125.05,0
21:47:31,15.44,1088.7,0
21:47:31,15.44,1088.7,0
21:47:32,15.44,1088.7,0
21:47:34,15.44,1088.7,0
21:47:36,15.03,1043.45,0
21:47:36,15.03,1043.45,0
